species	ensembl_assembly_accession	assembly_status
phaeobacter_gallaeciensis_gca_001678945	GCA_001678945.1	Complete Genome
phaeobacter_gallaeciensis_gca_003318155	GCA_003318155.1	Scaffold
saccharopolyspora_spinosa_gca_002846475	GCA_002846475.1	Contig
saccharopolyspora_spinosa_gca_002846475	GCA_002846475.1	Contig
staphylococcus_succinus_gca_003041455	GCA_003041455.1	Contig
staphylococcus_succinus_gca_003043355	GCA_003043355.1	Contig
holdemania_filiformis_gca_003459085	GCA_003459085.1	Scaffold
dehalococcoides_mccartyi_gca_001459095	GCA_001459095.1	Contig
dehalococcoides_mccartyi_gca_001610775	GCA_001610775.1	Complete Genome
dehalococcoides_mccartyi_gca_002024225	GCA_002024225.1	Complete Genome
dehalococcoides_mccartyi_gca_002924525	GCA_002924525.1	Contig
allochromatium_warmingii_gca_900107145	GCA_900107145.1	Scaffold
enterobacter_asburiae_gca_001317235	GCA_001317235.2	Contig
enterobacter_asburiae_gca_001617645	GCA_001617645.1	Complete Genome
enterobacter_asburiae_gca_002264125	GCA_002264125.1	Contig
enterobacter_asburiae_gca_003634515	GCA_003634515.1	
enterobacter_asburiae_gca_900447185	GCA_900447185.1	Contig
lelliottia_amnigena_gca_001652505	GCA_001652505.2	Complete Genome
lelliottia_amnigena_gca_002393405	GCA_002393405.1	Complete Genome
pluralibacter_gergoviae_gca_001038225	GCA_001038225.1	Contig
pluralibacter_gergoviae_gca_001858335	GCA_001858335.1	Contig
pluralibacter_gergoviae_gca_002152975	GCA_002152975.1	Scaffold
pluralibacter_gergoviae_gca_002161945	GCA_002161945.1	Contig
pluralibacter_gergoviae_gca_002161945	GCA_002161945.1	Contig
pluralibacter_gergoviae_gca_002588535	GCA_002588535.1	Contig
pluralibacter_gergoviae_gca_900454925	GCA_900454925.1	Contig
kluyvera_intermedia_gca_002092975	GCA_002092975.1	Scaffold
kluyvera_intermedia_gca_900635475	GCA_900635475.1	Complete Genome
serratia_ficaria_gca_900187015	GCA_900187015.1	Complete Genome
serratia_rubidaea_gca_900478395	GCA_900478395.1	Complete Genome
serratia_rubidaea_gca_900635665	GCA_900635665.1	Complete Genome
serratia_rubidaea_gca_900638005	GCA_900638005.1	Complete Genome
serratia_rubidaea_gca_901472405	GCA_901472405.1	Complete Genome
candidatus_endobugula_sertula_gca_001723645	GCA_001723645.1	Scaffold
shewanella_baltica_gca_001620325	GCA_001620325.1	Contig
shewanella_baltica_gca_900456975	GCA_900456975.1	Contig
shewanella_baltica_gca_900456975	GCA_900456975.1	Contig
vibrio_pectenicida_gca_003937805	GCA_003937805.1	Scaffold
acinetobacter_baylyi_adp1_gca_000046845	GCA_000046845.1	Complete Genome
zobellia_galactanivorans_gca_000973105	GCA_000973105.1	Complete Genome
nostoc_punctiforme_pcc_73102_gca_000020025	GCA_000020025.1	Complete Genome
bacillus_pseudomycoides_gca_000161415	GCA_000161415.1	Chromosome
bacillus_pseudomycoides_gca_002158195	GCA_002158195.1	Contig
bacillus_pseudomycoides_gca_002551005	GCA_002551005.1	Scaffold
bacillus_pseudomycoides_gca_002552625	GCA_002552625.1	Scaffold
bacillus_pseudomycoides_gca_002555545	GCA_002555545.1	Scaffold
bacillus_pseudomycoides_gca_002555725	GCA_002555725.1	Scaffold
bacillus_pseudomycoides_gca_002568645	GCA_002568645.1	Scaffold
bacillus_pseudomycoides_gca_002568655	GCA_002568655.1	Scaffold
bacillus_pseudomycoides_gca_002568975	GCA_002568975.1	Scaffold
bacillus_pseudomycoides_gca_002569005	GCA_002569005.1	Scaffold
bacillus_pseudomycoides_gca_002569585	GCA_002569585.1	Scaffold
bacillus_pseudomycoides_gca_002569605	GCA_002569605.1	Scaffold
bacillus_pseudomycoides_gca_002569705	GCA_002569705.1	Scaffold
bacillus_pseudomycoides_gca_002569755	GCA_002569755.1	Scaffold
bacillus_pseudomycoides_gca_002569875	GCA_002569875.1	Scaffold
bacillus_pseudomycoides_gca_002569985	GCA_002569985.1	Scaffold
bacillus_pseudomycoides_gca_002571515	GCA_002571515.1	Scaffold
bacillus_pseudomycoides_gca_002571595	GCA_002571595.1	Scaffold
bacillus_pseudomycoides_gca_002571985	GCA_002571985.1	Scaffold
bacillus_pseudomycoides_gca_002572305	GCA_002572305.1	Scaffold
bacillus_pseudomycoides_gca_002572465	GCA_002572465.1	Scaffold
bacillus_pseudomycoides_gca_002579115	GCA_002579115.1	Scaffold
bacillus_pseudomycoides_gca_002579165	GCA_002579165.1	Scaffold
bacillus_pseudomycoides_gca_002579385	GCA_002579385.1	Scaffold
bacillus_pseudomycoides_gca_002579785	GCA_002579785.1	Scaffold
bacillus_pseudomycoides_gca_002579975	GCA_002579975.1	Scaffold
bacillus_pseudomycoides_gca_002581425	GCA_002581425.1	Scaffold
bacillus_pseudomycoides_gca_002582035	GCA_002582035.1	Scaffold
bacillus_pseudomycoides_gca_002582195	GCA_002582195.1	Scaffold
bacillus_pseudomycoides_gca_002589505	GCA_002589505.1	Scaffold
xanthomonas_oryzae_pv_oryzae_gca_003427055	GCA_003427055.1	Complete Genome
xanthomonas_oryzae_pv_oryzae_gca_004355565	GCA_004355565.1	Complete Genome
synechococcus_sp_cc9311_gca_000014585	GCA_000014585.1	Complete Genome
mycobacterium_lepraemurium_gca_002291465	GCA_002291465.1	
propionibacterium_cyclohexanicum_gca_900111365	GCA_900111365.1	Scaffold
borreliella_bissettii_gca_001887175	GCA_001887175.1	Scaffold
oceanospirillum_multiglobuliferum_gca_002059185	GCA_002059185.1	Contig
pseudospirillum_japonicum_gca_900108915	GCA_900108915.1	Contig
corynebacterium_ulcerans_gca_000968945	GCA_000968945.1	Complete Genome
corynebacterium_ulcerans_gca_001281445	GCA_001281445.1	Complete Genome
corynebacterium_ulcerans_gca_006370535	GCA_006370535.1	Contig
corynebacterium_ulcerans_gca_900637065	GCA_900637065.1	Complete Genome
halothece_sp_pcc_7418_gca_000317635	GCA_000317635.1	Complete Genome
gloeothece_citriformis_pcc_7424_gca_000021825	GCA_000021825.1	Complete Genome
lentzea_albida_gca_900111005	GCA_900111005.1	Scaffold
erwinia_tracheiphila_gca_000975275	GCA_000975275.1	Contig
erwinia_tracheiphila_gca_003568535	GCA_003568535.1	Chromosome
paracoccus_alkenifer_gca_900108405	GCA_900108405.1	Contig
hydrogenophaga_intermedia_gca_000723405	GCA_000723405.1	Contig
komagataeibacter_oboediens_gca_003207815	GCA_003207815.1	Contig
acetobacter_pomorum_gca_002738225	GCA_002738225.1	Contig
acetobacter_pomorum_gca_003391275	GCA_003391275.1	Complete Genome
wolbachia_sp_wri_gca_000022285	GCA_000022285.1	Complete Genome
lachnoclostridium_phytofermentans_gca_003526525	GCA_003526525.1	Scaffold
actinomyces_europaeus_gca_002871995	GCA_002871995.1	
streptomyces_eurocidicus_gca_002891295	GCA_002891295.1	Contig
streptomyces_eurocidicus_gca_002891295	GCA_002891295.1	Contig
streptomyces_luteoverticillatus_gca_003970715	GCA_003970715.1	Complete Genome
streptomyces_roseus_gca_001044425	GCA_001044425.1	Scaffold
bacillus_clausii_ksm_k16_gca_000009825	GCA_000009825.1	Complete Genome
ammoniphilus_oxalaticus_gca_003609605	GCA_003609605.1	Contig
streptomyces_chattanoogensis_gca_001294335	GCA_001294335.1	Contig
legionella_waltersii_gca_001468085	GCA_001468085.1	Scaffold
streptomyces_albus_subsp_albus_gca_001507455	GCA_001507455.1	Contig
streptomyces_albus_subsp_albus_gca_001541145	GCA_001541145.1	Contig
streptomyces_cavourensis_gca_003352445	GCA_003352445.1	Complete Genome
streptomyces_alboflavus_gca_002189675	GCA_002189675.2	Complete Genome
streptomyces_cellostaticus_gca_001513965	GCA_001513965.1	Scaffold
streptomyces_griseorubiginosus_gca_001514195	GCA_001514195.1	Scaffold
streptomyces_griseorubiginosus_gca_003595235	GCA_003595235.1	Complete Genome
streptomyces_griseorubiginosus_gca_003752655	GCA_003752655.1	
streptomyces_melanosporofaciens_gca_900105695	GCA_900105695.1	Contig
streptomyces_misionensis_gca_900104815	GCA_900104815.1	Contig
streptomyces_prasinopilosus_gca_900101585	GCA_900101585.1	Scaffold
streptomyces_pseudovenezuelae_gca_001513955	GCA_001513955.1	Scaffold
streptomyces_resistomycificus_gca_001270505	GCA_001270505.1	Contig
streptomyces_resistomycificus_gca_001514265	GCA_001514265.1	Scaffold
streptomyces_sioyaensis_gca_004122735	GCA_004122735.1	Contig
streptomyces_varsoviensis_gca_001270595	GCA_001270595.1	Contig
streptomyces_yokosukanensis_gca_001514035	GCA_001514035.1	Scaffold
citrobacter_farmeri_gca_002249995	GCA_002249995.1	Complete Genome
citrobacter_werkmanii_gca_002185305	GCA_002185305.2	Contig
citrobacter_werkmanii_gca_004146135	GCA_004146135.1	Scaffold
citrobacter_gillenii_gca_003429605	GCA_003429605.1	Scaffold
citrobacter_murliniae_gca_004801125	GCA_004801125.1	Scaffold
muribacter_muris_gca_001038205	GCA_001038205.1	Contig
lentzea_aerocolonigenes_gca_000955955	GCA_000955955.1	Contig
kitasatospora_albolonga_gca_002082585	GCA_002082585.1	Complete Genome
streptomyces_antimycoticus_gca_005405925	GCA_005405925.1	Contig
streptomyces_fungicidicus_gca_003665435	GCA_003665435.1	Complete Genome
streptomyces_globosus_gca_003325375	GCA_003325375.1	Complete Genome
streptomyces_griseochromogenes_gca_001542625	GCA_001542625.2	Complete Genome
streptomyces_katrae_gca_000966975	GCA_000966975.1	Contig
streptomyces_longwoodensis_gca_001514125	GCA_001514125.1	Scaffold
streptomyces_mirabilis_gca_900112965	GCA_900112965.1	Scaffold
streptomyces_pactum_gca_002005225	GCA_002005225.1	Complete Genome
streptomyces_regalis_gca_001509475	GCA_001509475.1	Contig
streptomyces_regensis_gca_001047335	GCA_001047335.1	Contig
streptomyces_showdoensis_gca_001008345	GCA_001008345.1	Contig
streptomyces_violaceusniger_gca_001509775	GCA_001509775.1	Contig
streptomyces_violaceusniger_gca_005405945	GCA_005405945.1	Contig
rhodovulum_robiginosum_gca_003944755	GCA_003944755.1	Scaffold
erwinia_aphidicola_gca_004362915	GCA_004362915.1	
streptomyces_albulus_gca_000695235	GCA_000695235.1	Complete Genome
streptomyces_albulus_gca_001646665	GCA_001646665.1	Scaffold
streptomyces_albulus_gca_003851665	GCA_003851665.1	Contig
streptococcus_infantis_gca_000960085	GCA_000960085.1	Contig
streptococcus_infantis_gca_000963255	GCA_000963255.1	Contig
streptococcus_infantis_gca_001579645	GCA_001579645.1	Scaffold
cupriavidus_basilensis_gca_000832305	GCA_000832305.1	Complete Genome
enterobacter_cancerogenus_gca_000773965	GCA_000773965.1	
enterobacter_cancerogenus_gca_002850575	GCA_002850575.1	Complete Genome
enterobacter_cancerogenus_gca_002891235	GCA_002891235.1	Contig
enterobacter_cancerogenus_gca_005233655	GCA_005233655.1	Contig
lelliottia_nimipressuralis_gca_001875645	GCA_001875645.1	Contig
lelliottia_nimipressuralis_gca_002952735	GCA_002952735.2	Complete Genome
lelliottia_nimipressuralis_gca_004115925	GCA_004115925.1	Contig
erwinia_mallotivora_gca_000590885	GCA_000590885.1	Contig
erwinia_psidii_gca_003846135	GCA_003846135.1	Scaffold
aquamicrobium_defluvii_gca_000585625	GCA_000585625.1	Scaffold
aquamicrobium_defluvii_gca_004363725	GCA_004363725.1	Scaffold
flavobacterium_xanthum_gca_900142695	GCA_900142695.1	Contig
thiocapsa_rosea_gca_003634315	GCA_003634315.1	Contig
microbacterium_trichothecenolyticum_gca_000956465	GCA_000956465.1	Contig
microbacterium_trichothecenolyticum_gca_003386735	GCA_003386735.1	
caulobacter_henricii_gca_001414055	GCA_001414055.1	Complete Genome
petrotoga_mobilis_gca_001508055	GCA_001508055.1	Contig
petrotoga_mobilis_gca_001509385	GCA_001509385.1	Contig
moritella_yayanosii_gca_900465055	GCA_900465055.1	Complete Genome
caulobacter_sp_fwc2_gca_002742625	GCA_002742625.1	Contig
caulobacter_sp_fwc26_gca_002742645	GCA_002742645.2	Complete Genome
caulobacter_mirabilis_gca_002749615	GCA_002749615.1	Complete Genome
_clostridium_cocleatum_gca_900102365	GCA_900102365.1	Scaffold
_clostridium_indolis_gca_900618075	GCA_900618075.1	
tindallia_magadiensis_gca_900113635	GCA_900113635.1	Scaffold
xanthomonas_arboricola_pv_pruni_gca_003984725	GCA_003984725.1	Contig
rhodospira_trueperi_gca_900101965	GCA_900101965.1	Scaffold
macrococcus_caseolyticus_gca_002834635	GCA_002834635.1	Contig
macrococcus_caseolyticus_gca_003627575	GCA_003627575.1	Scaffold
macrococcus_bovicus_gca_004359575	GCA_004359575.1	Contig
macrococcus_carouselicus_gca_004359515	GCA_004359515.1	Contig
mesorhizobium_plurifarium_gca_000824745	GCA_000824745.1	Scaffold
mesorhizobium_plurifarium_gca_000824765	GCA_000824765.1	Scaffold
mesorhizobium_plurifarium_gca_000824785	GCA_000824785.1	Scaffold
mesorhizobium_plurifarium_gca_001298755	GCA_001298755.1	Scaffold
mesorhizobium_plurifarium_gca_001298755	GCA_001298755.1	Scaffold
mesorhizobium_plurifarium_gca_003024595	GCA_003024595.1	Contig
nitrospira_sp__gca_003456605	GCA_003456605.1	Scaffold
nitrospira_sp__gca_003529185	GCA_003529185.1	Scaffold
nitrospira_sp__gca_003576955	GCA_003576955.1	Scaffold
staphylococcus_condimenti_gca_001618885	GCA_001618885.1	Complete Genome
staphylococcus_condimenti_gca_004209905	GCA_004209905.1	Contig
staphylococcus_condimenti_gca_900637235	GCA_900637235.1	Complete Genome
staphylococcus_piscifermentans_gca_003970515	GCA_003970515.1	Scaffold
staphylococcus_piscifermentans_gca_900186985	GCA_900186985.1	Complete Genome
staphylococcus_piscifermentans_gca_900186985	GCA_900186985.1	Complete Genome
acinetobacter_variabilis_gca_000369625	GCA_000369625.1	Scaffold
acinetobacter_variabilis_gca_003938405	GCA_003938405.1	
aquabacterium_commune_gca_004362855	GCA_004362855.1	Scaffold
legionella_taurinensis_gca_003602125	GCA_003602125.1	Contig
legionella_taurinensis_gca_004920375	GCA_004920375.1	Contig
legionella_taurinensis_gca_004920385	GCA_004920385.1	Contig
legionella_taurinensis_gca_004920415	GCA_004920415.1	Contig
legionella_taurinensis_gca_004920475	GCA_004920475.1	Contig
legionella_taurinensis_gca_004920485	GCA_004920485.1	Contig
legionella_taurinensis_gca_004920495	GCA_004920495.1	Contig
legionella_taurinensis_gca_004921725	GCA_004921725.1	Contig
legionella_taurinensis_gca_004921735	GCA_004921735.1	Contig
pseudomonas_plecoglossicida_gca_000831585	GCA_000831585.1	Complete Genome
pseudomonas_plecoglossicida_gca_002307455	GCA_002307455.1	Contig
pseudomonas_plecoglossicida_gca_003062165	GCA_003062165.1	Contig
pseudomonas_plecoglossicida_gca_003633555	GCA_003633555.1	
shewanella_oneidensis_gca_003241225	GCA_003241225.1	Scaffold
shewanella_oneidensis_gca_003241225	GCA_003241225.1	Scaffold
herpetosiphon_geysericola_gca_001306135	GCA_001306135.1	Contig
staphylococcus_vitulinus_gca_003043315	GCA_003043315.1	Contig
arthrobacter_rhombi_gca_900163545	GCA_900163545.1	Contig
haemophilus_influenzae_rd_kw20_gca_000027305	GCA_000027305.1	Complete Genome
mesorhizobium_amorphae_gca_003240775	GCA_003240775.1	Contig
enterococcus_raffinosus_gca_001886185	GCA_001886185.1	Contig
brenneria_alni_gca_003666245	GCA_003666245.1	Contig
lonsdalea_quercina_gca_900107885	GCA_900107885.1	Scaffold
kocuria_palustris_gca_001483775	GCA_001483775.1	Contig
kocuria_rhizophila_gca_000813865	GCA_000813865.1	Contig
kocuria_rhizophila_gca_001190985	GCA_001190985.2	Contig
kocuria_rhizophila_gca_002861865	GCA_002861865.1	Scaffold
kocuria_rhizophila_gca_003240995	GCA_003240995.1	Scaffold
methylarcula_marina_gca_003007735	GCA_003007735.2	Contig
peptostreptococcus_sp_d1_gca_900112955	GCA_900112955.1	Contig
bacillus_vallismortis_gca_002113805	GCA_002113805.1	Complete Genome
bacillus_vallismortis_gca_004116955	GCA_004116955.1	Complete Genome
klebsiella_pneumoniae_subsp_pneumoniae_gca_002163895	GCA_002163895.1	Complete Genome
klebsiella_pneumoniae_subsp_pneumoniae_gca_002935265	GCA_002935265.2	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_002935745	GCA_002935745.2	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_002935945	GCA_002935945.2	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_002970395	GCA_002970395.2	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_003428845	GCA_003428845.1	Complete Genome
klebsiella_pneumoniae_subsp_pneumoniae_gca_003954825	GCA_003954825.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802815	GCA_004802815.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802825	GCA_004802825.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802835	GCA_004802835.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802845	GCA_004802845.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802855	GCA_004802855.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802905	GCA_004802905.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802925	GCA_004802925.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802955	GCA_004802955.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004802995	GCA_004802995.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803035	GCA_004803035.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803095	GCA_004803095.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803145	GCA_004803145.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803185	GCA_004803185.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803225	GCA_004803225.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803235	GCA_004803235.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803315	GCA_004803315.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803325	GCA_004803325.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803335	GCA_004803335.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004803395	GCA_004803395.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830275	GCA_004830275.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830365	GCA_004830365.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830375	GCA_004830375.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830405	GCA_004830405.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830485	GCA_004830485.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830495	GCA_004830495.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830505	GCA_004830505.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830515	GCA_004830515.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830585	GCA_004830585.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830585	GCA_004830585.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830595	GCA_004830595.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830615	GCA_004830615.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830665	GCA_004830665.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830685	GCA_004830685.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830705	GCA_004830705.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830715	GCA_004830715.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830755	GCA_004830755.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830815	GCA_004830815.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830825	GCA_004830825.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830845	GCA_004830845.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830875	GCA_004830875.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830885	GCA_004830885.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830915	GCA_004830915.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830945	GCA_004830945.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004830985	GCA_004830985.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831005	GCA_004831005.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831045	GCA_004831045.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831065	GCA_004831065.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831115	GCA_004831115.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831155	GCA_004831155.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831185	GCA_004831185.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831225	GCA_004831225.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831315	GCA_004831315.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831325	GCA_004831325.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831365	GCA_004831365.1	Contig
klebsiella_pneumoniae_subsp_pneumoniae_gca_004831365	GCA_004831365.1	Contig
